1873,2,4
1873,3,5
1873,4,5
1873,5,5
1873,6,6
1873,7,7
1873,8,7
1873,9,7
1873,10,8
1873,11,7
1873,12,7
1873,1,5
1874,2,4
1874,3,6
1874,4,5
1874,5,6
1874,6,6
1874,7,7
1874,8,8
1874,9,8
1874,10,8
1874,11,7
1874,12,7
1874,1,6
1875,2,4
1875,3,6
1875,4,5
1875,5,6
1875,6,6
1875,7,7
1875,8,8
1875,9,8
1875,10,9
1875,11,8
1875,12,7
1875,1,6
1876,2,4
1876,3,5
1876,4,4
1876,5,5
1876,6,5
1876,7,7
1876,8,7
1876,9,7
1876,10,8
1876,11,7
1876,12,7
1876,1,5
1877,2,4
1877,3,5
1877,4,5
1877,5,5
1877,6,6
1877,7,7
1877,8,7
1877,9,7
1877,10,8
1877,11,7
1877,12,7
1877,1,5
1878,2,
1878,3,
1878,4,
1878,5,
1878,6,
1878,7,
1878,8,
1878,9,
1878,10,
1878,11,
1878,12,
1878,1,
1879,2,
1879,3,
1879,4,
1879,5,
1879,6,
1879,7,
1879,8,
1879,9,
1879,10,
1879,11,
1879,12,
1879,1,
1880,2,
1880,3,
1880,4,
1880,5,
1880,6,
1880,7,
1880,8,
1880,9,
1880,10,
1880,11,
1880,12,
1880,1,
1881,2,
1881,3,
1881,4,
1881,5,
1881,6,
1881,7,
1881,8,
1881,9,
1881,10,
1881,11,
1881,12,
1881,1,
1882,2,
1882,3,
1882,4,
1882,5,
1882,6,
1882,7,
1882,8,
1882,9,
1882,10,
1882,11,
1882,12,
1882,1,
1883,2,
1883,3,
1883,4,
1883,5,
1883,6,
1883,7,
1883,8,
1883,9,
1883,10,
1883,11,
1883,12,
1883,1,
1884,2,
1884,3,
1884,4,
1884,5,
1884,6,
1884,7,
1884,8,
1884,9,
1884,10,
1884,11,
1884,12,
1884,1,
1885,2,
1885,3,
1885,4,
1885,5,
1885,6,
1885,7,
1885,8,
1885,9,
1885,10,
1885,11,
1885,12,
1885,1,
1886,2,
1886,3,
1886,4,
1886,5,
1886,6,
1886,7,
1886,8,
1886,9,
1886,10,
1886,11,
1886,12,
1886,1,
1887,2,
1887,3,
1887,4,
1887,5,
1887,6,
1887,7,
1887,8,
1887,9,
1887,10,
1887,11,
1887,12,
1887,1,
1888,2,
1888,3,
1888,4,
1888,5,
1888,6,
1888,7,
1888,8,
1888,9,
1888,10,
1888,11,
1888,12,
1888,1,
1889,2,
1889,3,
1889,4,
1889,5,
1889,6,
1889,7,
1889,8,
1889,9,
1889,10,
1889,11,
1889,12,
1889,1,
1890,2,
1890,3,
1890,4,
1890,5,
1890,6,
1890,7,
1890,8,
1890,9,
1890,10,
1890,11,
1890,12,
1890,1,
1891,2,
1891,3,
1891,4,
1891,5,
1891,6,
1891,7,
1891,8,
1891,9,
1891,10,
1891,11,
1891,12,
1891,1,
1892,2,
1892,3,
1892,4,
1892,5,
1892,6,
1892,7,
1892,8,
1892,9,
1892,10,
1892,11,
1892,12,
1892,1,
1893,2,
1893,3,
1893,4,
1893,5,
1893,6,
1893,7,
1893,8,
1893,9,
1893,10,
1893,11,
1893,12,
1893,1,
1894,2,
1894,3,
1894,4,
1894,5,
1894,6,
1894,7,
1894,8,
1894,9,
1894,10,
1894,11,
1894,12,
1894,1,
1895,2,
1895,3,
1895,4,
1895,5,
1895,6,
1895,7,
1895,8,
1895,9,
1895,10,
1895,11,
1895,12,
1895,1,
1896,2,
1896,3,
1896,4,
1896,5,
1896,6,
1896,7,
1896,8,
1896,9,
1896,10,
1896,11,
1896,12,
1896,1,
1897,2,
1897,3,
1897,4,
1897,5,
1897,6,
1897,7,
1897,8,
1897,9,
1897,10,
1897,11,
1897,12,
1897,1,
1898,2,
1898,3,
1898,4,
1898,5,
1898,6,
1898,7,
1898,8,
1898,9,
1898,10,
1898,11,
1898,12,
1898,1,
1899,2,
1899,3,
1899,4,
1899,5,
1899,6,
1899,7,
1899,8,
1899,9,
1899,10,
1899,11,
1899,12,
1899,1,
1900,2,
1900,3,
1900,4,
1900,5,
1900,6,
1900,7,
1900,8,
1900,9,
1900,10,
1900,11,
1900,12,
1900,1,
1901,2,
1901,3,
1901,4,
1901,5,
1901,6,
1901,7,
1901,8,
1901,9,
1901,10,
1901,11,
1901,12,
1901,1,
1902,2,
1902,3,
1902,4,
1902,5,
1902,6,
1902,7,
1902,8,
1902,9,
1902,10,
1902,11,
1902,12,
1902,1,
1903,2,
1903,3,
1903,4,
1903,5,
1903,6,
1903,7,
1903,8,
1903,9,
1903,10,
1903,11,
1903,12,
1903,1,
1904,2,
1904,3,
1904,4,
1904,5,
1904,6,
1904,7,
1904,8,
1904,9,
1904,10,
1904,11,
1904,12,
1904,1,
1905,2,
1905,3,
1905,4,
1905,5,
1905,6,
1905,7,
1905,8,
1905,9,
1905,10,
1905,11,
1905,12,
1905,1,
1906,2,
1906,3,
1906,4,
1906,5,
1906,6,
1906,7,
1906,8,
1906,9,
1906,10,
1906,11,
1906,12,
1906,1,
1907,2,
1907,3,
1907,4,
1907,5,
1907,6,
1907,7,
1907,8,
1907,9,
1907,10,
1907,11,
1907,12,
1907,1,
1908,2,
1908,3,
1908,4,
1908,5,
1908,6,
1908,7,
1908,8,
1908,9,
1908,10,
1908,11,
1908,12,
1908,1,
1909,2,
1909,3,
1909,4,
1909,5,
1909,6,
1909,7,
1909,8,
1909,9,
1909,10,
1909,11,
1909,12,
1909,1,
1910,2,
1910,3,
1910,4,
1910,5,
1910,6,
1910,7,
1910,8,
1910,9,
1910,10,
1910,11,
1910,12,
1910,1,
1911,2,
1911,3,
1911,4,
1911,5,
1911,6,
1911,7,
1911,8,
1911,9,
1911,10,
1911,11,
1911,12,
1911,1,
1912,2,
1912,3,
1912,4,
1912,5,
1912,6,
1912,7,
1912,8,
1912,9,
1912,10,
1912,11,
1912,12,
1912,1,
1913,2,
1913,3,
1913,4,
1913,5,
1913,6,
1913,7,
1913,8,
1913,9,
1913,10,
1913,11,
1913,12,
1913,1,
1914,2,
1914,3,
1914,4,
1914,5,
1914,6,
1914,7,
1914,8,
1914,9,
1914,10,
1914,11,
1914,12,
1914,1,
1915,2,
1915,3,
1915,4,
1915,5,
1915,6,
1915,7,
1915,8,
1915,9,
1915,10,
